question,avg_abs_coef_normalized
Is there a first-person pronoun in the input?,0.384
Does the story talk about a personal challenge?,0.384
Is there an expression of fear or anxiety?,0.383
Is there a description of a technological device or app?,0.379
Does the sentence describe a personal challenge or adversity faced?,0.378
Is the input about a personal achievement or milestone?,0.378
Is there an expression of frustration or annoyance?,0.377
Does the input discuss a personal limitation or weakness?,0.373
Is there an expression of surprise or unexpected outcome?,0.372
Is there a reference to a past event?,0.371
Does the sentence contain a description of an interaction that led to a misunderstanding or conflict?,0.369
Does the story involve a technological problem or solution?,0.369
Is the sentence highlighting a contrast between the narrator's past and present self?,0.369
Does the sentence describe a moment of self-doubt or insecurity?,0.367
Does the sentence involve a personal conflict or dilemma?,0.366
Does the sentence involve a change or transition in life?,0.366
Is there a reference to a social media trend or online phenomenon?,0.365
Does the sentence involve a personal reflection on past experiences?,0.364
Does the sentence involve a reflection on a past event that has had a lasting impact?,0.36
Is there a reference to a dream or aspiration?,0.358
Does the story describe a personal crisis or emergency?,0.358
Does the sentence describe a personal crisis or a moment of self-doubt?,0.356
Does the sentence involve a description of dealing with a personal or emotional issue?,0.355
Does the sentence involve the description of an emotional response?,0.355
Does the sentence describe a personal achievement or milestone?,0.35
Does the text involve a change in perspective or attitude?,0.348
Does the sentence include an emotional appeal or plea?,0.346
Does the text describe a personal achievement?,0.346
Does the story include a lesson or moral?,0.343
Does the input contain emotional words?,0.341
Does the sentence involve an expression of personal feelings or emotions?,0.333
Does the sentence describe an emotional response to a specific event?,0.33
Does the text include a reflection on past events?,0.327
Does the sentence involve an emotional or psychological struggle?,0.325
Does the sentence describe a personal or emotional challenge?,0.324
Does the input discuss a breakthrough in medical research?,0.324
Does the sentence contain a personal expression of feelings or emotions?,0.319
Does the sentence describe an event with emotional significance?,0.31
Is the sentence conveying a change in the narrator's emotional state?,0.3
