question,avg_abs_coef_normalized
Does the narrative involve an act of helping or assisting others?,0.363
Does the sentence contain a mention of a specific architectural style or element?,0.363
Is there a mention of a specific piece of clothing or accessory?,0.363
Is the sentence related to fashion or personal style?,0.362
Does the input involve a fitness routine or exercise?,0.362
Is the sentence giving advice or a suggestion?,0.362
Is there a reference to a specific scientific or technological invention?,0.362
Does the sentence involve a creative or artistic activity?,0.361
Is there a mention of a specific tool or device?,0.361
Does the sentence involve a specific form of communication or language use?,0.361
Is there mention of a legal or official process?,0.36
Does the sentence contain elements of the supernatural or fantastical?,0.36
Does the sentence reference a specific location or place?,0.359
Does the input discuss a moral or ethical dilemma?,0.359
Is the sentence focused on a memory from the past?,0.359
Does the input involve a financial planning or investment strategy?,0.358
Is there a mention of a specific environmental or ecological issue?,0.358
Is there a reference to a cultural tradition or practice?,0.358
Does the sentence describe a moment of realization or epiphany?,0.358
Is the sentence related to sports or physical exercise?,0.357
Does the input discuss a breakthrough in medical research?,0.357
"Is there mention of a concert, play, or live performance?",0.356
Does the sentence mention a mode of transportation?,0.356
Does the input describe a moment of realization or epiphany?,0.356
Is a specific scientific concept or theory mentioned?,0.356
Is there mention of a specific cultural artifact or symbol?,0.356
Is there a mention of a specific historical period or era?,0.355
Does the input discuss a personal limitation or weakness?,0.354
Does the input discuss travel or exploration?,0.354
Is there a mention of a scientific fact or concept?,0.353
Does the sentence involve an expression of hope or aspiration?,0.353
Is there a mention of a physical activity or action?,0.353
Is the sentence conveying the narrator's admiration or respect for another character?,0.352
Is there a depiction of a physical activity?,0.351
Does the sentence involve an act of creativity or invention?,0.351
Does the sentence involve a health or wellness practice?,0.35
Does the sentence describe the narrator's creative process or artistic inspiration?,0.35
Is a culinary experience or taste described?,0.349
Does the text describe a personal achievement?,0.349
Is a cultural practice or tradition mentioned?,0.349
Is a mythical or legendary story referenced?,0.348
Is there a reference to a specific time of day?,0.348
Is there a description of a meal?,0.348
Is the sentence describing a craft or DIY project?,0.347
Is there a mention of a fictional character or story?,0.346
Is a specific type of animal described?,0.346
Is the sentence about personal habits or behaviors in social situations?,0.346
Is a mathematical concept or number mentioned?,0.345
Is there a reference to a specific leisure or entertainment device?,0.345
Is the sentence grammatically complex?,0.344
Is an environmental concern or issue mentioned?,0.344
Is there an expression of fear or anxiety?,0.344
"Is there a mention of an educational setting or learning environment (e.g., school house, class)?",0.343
Is a specific tool or equipment mentioned?,0.342
Is a piece of technology described?,0.342
Does the input involve a financial topic or economic concept?,0.342
Does the story mention a form of public transportation?,0.341
Does the sentence discuss a conflict or problem-solving situation?,0.341
Is there mention of a specific cultural icon or landmark?,0.341
Is there a reference to a famous work of literature or author?,0.341
Does the sentence involve an aspect of personal security or safety?,0.341
Is there an expression of dissatisfaction with personal circumstances?,0.341
Is the sentence repetitive or redundant?,0.341
Does the input contain advice or recommendations?,0.341
Does the sentence involve a significant other or family member?,0.341
Is a sport or physical activity mentioned in the input?,0.34
Is a specific holiday or festive occasion mentioned?,0.34
Is there a reference to a specific historical period or era?,0.34
Does the input describe an emotional support or comfort?,0.339
"Is there mention of a political event, policy, or figure?",0.339
Does the input express disappointment or dissatisfaction?,0.338
Does the sentence describe an act of care or nurturing?,0.338
Is there a mention of a routine or habitual activity?,0.338
Is the narrative focused on a personal discovery or realization?,0.337
Does the sentence involve a technological or scientific concept?,0.337
Is there mention of a public service or community project?,0.337
Does the sentence describe an experience of conflict or confrontation?,0.336
Is an outdoor activity mentioned?,0.336
Is there a sense of loss or grief expressed?,0.336
Does the story involve a game or sport?,0.335
Is there an impending legal or judicial event mentioned?,0.335
Is there a mention of a physical injury or harm?,0.334
Is a personal philosophy or worldview expressed?,0.334
Is a specific season described?,0.332
Does the sentence involve a physical or emotional challenge?,0.332
Is there a mention of a musical experience or concert?,0.332
Does the sentence describe a character in a story?,0.332
Does the sentence involve a vehicle or form of transportation?,0.331
Does the sentence use an unusual syntactic structure?,0.331
Is there a reference to a political or governmental action?,0.33
Does the sentence involve an element of risk or danger?,0.33
Is there a mention of a change in health or physical condition?,0.329
Does the text talk about a hobby or pastime?,0.329
Is there a reference to a personal idol or role model?,0.329
Does the sentence use a common cliché?,0.328
Does the sentence involve historical or cultural references?,0.328
Is there a mention of a specific food or drink?,0.328
Is there a discussion of a technological problem or bug?,0.326
Is a personal transformation or change described?,0.326
Is there stuttering or uncertainty in the input?,0.326
Is the sentence part of a narrative?,0.326
Does the sentence describe a scientific experiment or finding?,0.325
Does the story talk about a misunderstanding or confusion?,0.324
Is there a mention of a puzzle or mystery?,0.324
Is the sentence referencing legal matters or rights?,0.324
Is the sentence expressing confusion or uncertainty?,0.324
Is there a mention of reading or writing?,0.324
Is there mention of a personal or family relationship?,0.323
Is there a focus on a specific type of personal achievement or milestone?,0.323
Does the sentence express fear or anxiety?,0.321
Is a holiday or celebration mentioned?,0.321
Is there a specific geographical or historical detail mentioned?,0.321
Is a specific weather condition mentioned?,0.32
Does the sentence include a cultural reference or idiom?,0.319
Does the input discuss a societal issue or social justice topic?,0.319
Does the sentence contain emotionally charged words?,0.319
Are military or law enforcement personnel mentioned?,0.319
Does the sentence involve an act of commemoration or remembrance?,0.318
Is there a focus on emotional support or empathy?,0.317
Is the input related to food preparation?,0.317
Is nostalgia or reminiscing about the past a theme?,0.317
Is there a mention of an educational method or school activity?,0.317
Does the sentence involve a specific mental or cognitive process?,0.317
Does the sentence describe a challenge or obstacle overcome?,0.316
Does the narrative involve travel or moving to a new place?,0.313
"Is there mention of a war, battle, or military event?",0.312
Does the sentence reflect on personal history or life decisions?,0.312
Does the input involve a coding or programming concept?,0.311
Is there a focus on a personal or family tradition?,0.311
Does the sentence describe a common fear or phobia?,0.311
Does the story describe a building or architecture?,0.309
Does the input mention a form of artistic expression?,0.309
Does the text describe a form of transportation?,0.309
Is a form of leisure or relaxation described?,0.308
Does the sentence involve the use of technology or gadgets?,0.308
Does the input contain negativity?,0.308
Is a supernatural or paranormal event discussed?,0.307
Does the input discuss a health-related issue or wellness?,0.307
Is a historical figure or leader mentioned?,0.307
Is there a reference to a specific social or political issue?,0.307
Is there mention of a specific hobby or pastime?,0.307
Does the sentence describe a technological concept?,0.307
Does the sentence involve a mention of a natural disaster or extreme weather event?,0.306
Does the sentence mention a specific technological device or platform?,0.305
Does seniority or hierarchy influence a decision or action?,0.305
Is there a reference to a religious or spiritual practice?,0.305
Does the sentence involve food or dining?,0.305
Is there a mention of a specific emotion or mental state?,0.305
Does the sentence involve a job or work-related activity?,0.305
Does it mention a relationship or social interaction?,0.305
Does the sentence describe a landscape or natural feature?,0.305
Does the story involve a technological problem or solution?,0.304
Does the sentence contain a reference to a specific literary or artistic work?,0.304
Does the input discuss environmental concerns or issues?,0.304
Does the text involve a financial goal or saving?,0.304
Does the story mention a form of entertainment?,0.304
Is there a mention of music or dancing?,0.304
Is there a mention of a historical event?,0.303
"Is there an animal mentioned explicitly or implied (e.g., dragon)?",0.303
Does the sentence involve a mention of food or dietary considerations?,0.303
Is there a reference to a specific form of media or technology usage?,0.303
Is there a mention of a hobby or interest?,0.302
Does the story mention a form of art or exhibition?,0.302
Is there a description of a technological device or app?,0.302
Is there any mention of weather or climate conditions?,0.301
Is the focus on a personal or internal conflict?,0.3
Is there a mention of a place of worship or religious practice?,0.3
Is there a mention of a specific location?,0.299
Is there a mention of a tradition or custom?,0.299
Does the input discuss a health issue or concern?,0.297
Is there a reference to a specific physical location or landmark?,0.297
Is there a reference to a social or political issue?,0.296
Is there a mention of a specific personal or family tradition?,0.295
Does the text involve a financial transaction?,0.295
Does the sentence involve a personal challenge or obstacle?,0.295
Is there a mention of a specific natural resource or environmental concern?,0.295
Is there a focus on a specific type of landscape or natural feature?,0.295
Is there a reference to physical health or fitness?,0.294
Does the story talk about a personal sacrifice or compromise?,0.293
Is there a reference to an act of learning from a mistake?,0.292
Is there a reference to a past event?,0.291
Is there mention of a specific form of entertainment or media?,0.291
Does the sentence express gratitude or acknowledgment?,0.291
Does the narrative involve a form of entertainment or leisure activity?,0.29
Does the sentence contain a reference to weather or environmental conditions?,0.289
Is there a mention of a game or sport?,0.289
Does the sentence describe a moment of emotional vulnerability?,0.288
Is there a reference to a specific type of game or sport?,0.287
Is the sentence emotionally negative?,0.287
Is there a reference to a physical injury or accident?,0.287
Does the sentence involve an aspect of personal growth or development?,0.286
Is there a reference to a life-changing decision or moment?,0.286
Is there mention of transportation or travel?,0.285
Does the sentence describe a natural phenomenon?,0.284
Is there a reference to a social media trend or online phenomenon?,0.284
Is there a reference to a health or wellness practice?,0.282
Is there a reference to a specific individual or public figure?,0.282
Does the input describe an animal?,0.281
Is there a mention of a specific location or place?,0.28
Is there a mention of a gadget or piece of technology?,0.28
Is a holiday or celebration referenced in the input?,0.28
Is there an explicit mention of a hobby or leisure activity?,0.28
Is there a mention of a specific leisure activity or pastime?,0.279
Is there a discussion of a family tradition or custom?,0.278
Is the input related to physical injury or trauma?,0.278
Does the story describe a personal crisis or emergency?,0.278
Is there any mention of a dream or aspiration?,0.278
Does the sentence mention performing an experiment or research?,0.277
Is a family member mentioned?,0.276
Is there mention of a specific form of art or craftsmanship?,0.275
Is there a reference to an educational setting or activity?,0.273
Does the sentence express gratitude or appreciation for something or someone?,0.272
"Does the sentence involve technology or modern conveniences (e.g., internet cafe)?",0.271
Is there a mention of a hobby or leisure activity?,0.27
Is there a mention of a personal emotion or feeling?,0.27
Is a specific piece of technology or gadget mentioned?,0.269
Does the sentence describe a personal challenge or difficulty?,0.268
Does the sentence describe a personal achievement or milestone?,0.268
Does the narrative involve a specific type of health or fitness activity?,0.266
Does the story mention a health issue or injury?,0.265
Is a personal goal or objective mentioned?,0.264
"Is espionage, surveillance, or conspiracy mentioned?",0.264
Does the sentence describe practicing or learning a new skill?,0.264
Does the input involve animals or wildlife?,0.263
Does the sentence describe a personal preference?,0.263
Is there a reference to a physical or mental health treatment?,0.26
Does the sentence involve a personal reflection or insight?,0.26
Is the narrative focused on a personal challenge or adversity?,0.26
Is there a description of weather conditions?,0.26
Does the sentence express a generally positive or happy sentiment?,0.259
Does the sentence reflect on a loss or absence of someone?,0.259
Is there a mention of a specific feeling of discomfort or distress?,0.259
Does the input contain emotional words?,0.258
Does the sentence describe an event with emotional significance?,0.258
Is a seasonal holiday or event described?,0.256
Is there a mention of a specific artistic or creative activity?,0.254
Does the narrative involve a specific type of outdoor or nature activity?,0.254
Is a specific historical figure or leader mentioned?,0.254
Is the sentence highlighting a contrast between the narrator's past and present self?,0.253
Is there a description of emotional or physical discomfort?,0.252
Does the input discuss a personal achievement or milestone?,0.25
Is the input expressing gratitude or thanks?,0.248
Does the input express gratitude?,0.248
Is the sentence emotionally positive?,0.248
Is a significant historical period or event described?,0.247
Is there a focus on personal introspection or realization?,0.246
Does the sentence involve a personal reflection or introspection?,0.246
Is the focus on a specific form of social interaction or relationship dynamics?,0.245
Does the sentence involve a financial transaction or consideration?,0.243
Is a scientific concept or theory mentioned?,0.243
Is law enforcement or military mentioned or implied?,0.242
Is a specific historical event or period mentioned?,0.236
Does the sentence include a mention of technology?,0.233
Is the input mentioning an animal?,0.232
Does the sentence involve a financial transaction or mention of money?,0.231
Is the input about a personal achievement or milestone?,0.229
Is there mention of technology or innovation?,0.226
Does the text involve a change in perspective or attitude?,0.223
Is there a reference to a specific type of artistic or creative work?,0.222
Is there an expression of frustration or annoyance?,0.219
Is the focus on a personal achievement or a proud moment?,0.219
Does the sentence involve an animal?,0.213
Is there mention of a religious or spiritual theme?,0.206
Does the input involve a financial transaction or discussion?,0.187
